product_name,quantity,unit_price,manufacturer,expiration_date,category,weight,color,material,production_date,total_value,production_year
Juice - Lime,514,34.59,Skimia,2022-12-08,clothing,2.7,Khaki,metal,2022-06-06,17779.260000000002,2022
"Asparagus - Green, Fresh",239,91.68,Topicware,2022-12-08,clothing,3.8,Puce,wood,2022-07-26,21911.52,2022
Lamb - Sausage Casings,676,14.02,Youfeed,2022-01-03,clothing,9.8,Violet,plastic,2022-06-20,9477.52,2022
Grenadine,770,95.73,Thoughtsphere,2022-12-08,clothing,4.99875,Maroon,wood,2023-05-12,73712.1,2023
Melon - Honey Dew,20,36.0,Topiczoom,2022-12-08,electronics,4.969776119402986,Turquoise,plastic,2023-03-06,720.0,2023
Toamtoes 6x7 Select,624,93.3,Gigabox,2022-12-08,food,6.7,Mauv,metal,2023-07-03,58219.2,2023
Sausage - Andouille,984,68.39,Yodo,2022-12-08,food,5.088278388278388,Green,plastic,2023-06-11,67295.76,2023
Spice - Greek 1 Step,769,18.76,Jetwire,2022-11-22,food,5.088278388278388,Aquamarine,plastic,2022-05-24,14426.44,2022
Syrup - Monin - Granny Smith,62,5.8,Jazzy,2022-05-29,clothing,0.7,Fuscia,metal,2023-05-06,359.59999999999997,2023
Lemon Pepper,806,94.07,Oyope,2022-12-08,food,0.2,Blue,plastic,2022-01-05,75820.42,2022
Dish Towel,791,12.62,Jamia,2022-12-08,clothing,2.2,Pink,plastic,2023-05-03,9982.42,2023
Napkin White,619,4.15,Kwilith,2022-12-08,clothing,3.8,Maroon,wood,2023-03-28,2568.8500000000004,2023
Wine - Cotes Du Rhone Parallele,484,53.95,Youfeed,2022-12-08,clothing,5.5,Teal,plastic,2022-06-11,26111.800000000003,2022
"Wine - White, Riesling, Semi - Dry",137,70.74,InnoZ,2022-12-08,electronics,9.2,Blue,metal,2022-08-12,9691.38,2022
Wasabi Paste,179,83.78,Skalith,2022-12-08,clothing,0.9,Fuscia,wood,2022-03-08,14996.62,2022
Cheese - La Sauvagine,357,94.83,Topiczoom,2023-02-04,food,9.4,Purple,metal,2022-09-24,33854.31,2022
Cookie Dough - Double,753,54.11,Quimm,2022-12-08,food,5.088278388278388,Mauv,plastic,2022-12-30,40744.83,2022
Melon - Cantaloupe,934,23.35,Avamba,2022-12-08,electronics,1.0,Khaki,wood,2023-06-23,21808.9,2023
"Bread - Roll, Canadian Dinner",815,50.57,Voonder,2022-12-08,electronics,0.6,Puce,plastic,2023-06-05,41214.55,2023
Peppercorns - Pink,54,23.49,Kimia,2022-07-08,electronics,1.6,Violet,metal,2022-02-07,1268.4599999999998,2022
Halibut - Fletches,855,40.96,Feednation,2022-12-08,clothing,9.7,Indigo,plastic,2023-10-04,35020.8,2023
"Pork - Tenderloin, Fresh",198,46.9,Yacero,2022-12-08,food,3.9,Yellow,plastic,2022-03-31,9286.199999999999,2022
"Nut - Peanut, Roasted",515,61.17,Thoughtblab,2023-02-10,clothing,4.99875,Violet,plastic,2022-12-07,31502.55,2022
Soup - Campbells Beef Stew,100,20.1,Kwinu,2023-10-14,clothing,1.8,Turquoise,metal,2022-04-08,2010.0000000000002,2022
"Crab - Back Fin Meat, Canned",796,44.69,Browsebug,2023-05-24,food,9.7,Purple,wood,2023-01-04,35573.24,2023
"Soup - Campbells, Butternut",645,2.99,InnoZ,2022-12-08,electronics,1.7,Yellow,metal,2022-07-10,1928.5500000000002,2022
Tea - English Breakfast,651,66.23,Wordify,2023-06-07,electronics,0.1,Teal,metal,2022-08-25,43115.73,2022
"Jam - Strawberry, 20 Ml Jar",610,5.67,Linkbuzz,2022-12-08,food,5.088278388278388,Fuscia,wood,2022-04-01,3458.7,2022
"Nut - Almond, Blanched, Whole",723,69.49,Jaxnation,2022-12-08,electronics,4.969776119402986,Indigo,metal,2022-08-27,50241.27,2022
Foam Espresso Cup Plain White,924,18.89,Mynte,2023-09-11,electronics,4.969776119402986,Maroon,metal,2023-11-14,17454.36,2023
"Gin - Gilbeys London, Dry",322,15.25,Blogtags,2022-12-08,electronics,4.969776119402986,Blue,metal,2022-05-22,4910.5,2022
Onions - Red,32,40.91,Demimbu,2022-12-08,food,9.2,Purple,plastic,2023-11-27,1309.12,2023
Apple - Custard,924,20.25,Browsedrive,2022-12-08,electronics,4.5,Green,plastic,2022-07-03,18711.0,2022
"Tendrils - Baby Pea, Organic",770,50.94,Buzzshare,2022-12-08,clothing,0.5,Green,wood,2023-08-05,39223.799999999996,2023
Sauce - Chili,521,87.92,Rhynoodle,2022-12-08,electronics,6.8,Blue,wood,2023-03-10,45806.32,2023
Veal - Sweetbread,417,88.84,Vitz,2022-12-08,food,2.7,Yellow,plastic,2023-05-21,37046.28,2023
Foie Gras,533,18.25,Skivee,2022-12-03,electronics,9.6,Puce,metal,2022-11-09,9727.25,2022
Glucose,949,30.35,Livetube,2022-12-08,food,1.7,Goldenrod,wood,2023-12-14,28802.15,2023
Marzipan 50/50,914,84.94,Bubblebox,2022-02-06,food,5.088278388278388,Puce,metal,2022-12-17,77635.16,2022
"Potatoes - Instant, Mashed",25,43.54,Pixonyx,2022-12-08,electronics,4.7,Purple,plastic,2023-04-07,1088.5,2023
Cardamon Seed / Pod,734,65.94,Realblab,2022-12-08,food,5.088278388278388,Green,wood,2023-03-31,48399.96,2023
Filling - Mince Meat,886,29.22,Dabjam,2022-12-08,clothing,9.3,Fuscia,plastic,2022-01-26,25888.92,2022
"Appetizer - Spring Roll, Veg",285,93.03,Camido,2022-12-08,clothing,8.9,Blue,plastic,2023-04-21,26513.55,2023
"Nut - Walnut, Pieces",695,91.56,Twinder,2022-12-08,electronics,2.9,Turquoise,plastic,2022-02-13,63634.200000000004,2022
"Wine - Red, Gamay Noir",610,70.84,Realbridge,2022-12-08,clothing,7.2,Indigo,plastic,2023-02-13,43212.4,2023
"Jam - Blackberry, 20 Ml Jar",594,19.82,Bubblemix,2022-12-08,food,8.6,Mauv,plastic,2023-10-20,11773.08,2023
Wine - Barolo Fontanafredda,810,37.22,Eazzy,2022-12-08,food,5.088278388278388,Pink,plastic,2023-02-12,30148.2,2023
"Plate - Foam, Bread And Butter",210,48.78,Wikibox,2022-12-08,electronics,4.7,Teal,wood,2022-11-05,10243.800000000001,2022
Mayonnaise,920,87.52,BlogXS,2022-12-08,food,9.6,Puce,metal,2022-06-28,80518.4,2022
"Jam - Blackberry, 20 Ml Jar",318,5.54,Myworks,2022-12-08,electronics,2.0,Khaki,wood,2022-10-25,1761.72,2022
Nectarines,139,63.71,Rhyloo,2022-12-08,electronics,2.7,Mauv,wood,2023-01-04,8855.69,2023
Tea - Grapefruit Green Tea,707,38.28,Linktype,2022-02-20,electronics,3.5,Orange,plastic,2023-12-04,27063.96,2023
Dc - Sakura Fu,431,92.6,Twitterworks,2022-12-08,clothing,4.99875,Maroon,plastic,2023-05-06,39910.6,2023
Rice - Brown,765,72.87,Camido,2022-12-08,food,7.4,Orange,wood,2023-11-09,55745.55,2023
Clams - Canned,320,11.64,Babblestorm,2023-01-30,clothing,8.7,Pink,metal,2022-03-08,3724.8,2022
Chambord Royal,309,57.84,Yacero,2022-12-08,electronics,9.2,Indigo,metal,2023-11-06,17872.56,2023
Container Clear 8 Oz,182,12.26,Rhybox,2022-12-08,clothing,4.99875,Pink,wood,2023-06-19,2231.32,2023
"Lettuce - Romaine, Heart",380,21.21,Fanoodle,2022-12-08,electronics,3.2,Red,metal,2023-09-01,8059.8,2023
Cheese - Gorgonzola,86,98.98,Cogilith,2022-12-08,clothing,6.9,Mauv,plastic,2023-06-04,8512.28,2023
"Lentils - Red, Dry",865,11.81,DabZ,2022-12-08,electronics,4.969776119402986,Aquamarine,metal,2022-03-19,10215.65,2022
Chocolate - White,38,5.02,Brainlounge,2022-12-08,electronics,4.969776119402986,Violet,wood,2023-11-16,190.76,2023
Cake - Lemon Chiffon,102,80.3,Bluejam,2023-05-08,electronics,6.0,Fuscia,plastic,2022-07-02,8190.599999999999,2022
Veal - Loin,598,83.8,Mudo,2022-12-08,electronics,9.5,Yellow,wood,2023-10-10,50112.4,2023
Shrimp - 31/40,868,95.32,Lajo,2022-12-08,clothing,2.3,Maroon,metal,2022-10-18,82737.76,2022
Muffin - Mix - Creme Brule 15l,578,61.07,Abata,2022-12-08,clothing,1.1,Violet,metal,2023-11-02,35298.46,2023
Apple - Granny Smith,952,0.99,Topicblab,2023-04-17,clothing,4.99875,Blue,plastic,2023-09-13,942.48,2023
Sprouts Dikon,888,40.94,Yadel,2023-12-19,food,5.088278388278388,Teal,plastic,2022-06-20,36354.72,2022
Dried Cherries,951,45.82,Aimbo,2022-12-08,food,0.7,Pink,metal,2023-03-25,43574.82,2023
Wine - Sauvignon Blanc Oyster,325,78.08,Quatz,2022-11-14,clothing,1.3,Red,wood,2023-01-23,25376.0,2023
Tamarillo,837,84.38,Myworks,2022-12-08,electronics,7.8,Fuscia,plastic,2023-03-22,70626.06,2023
Kippers - Smoked,925,1.71,Linktype,2022-12-08,clothing,6.2,Indigo,plastic,2022-07-17,1581.75,2022
Cheese - Parmesan Cubes,48,11.67,Mita,2022-12-08,electronics,4.969776119402986,Crimson,metal,2022-02-14,560.16,2022
Sprouts - Alfalfa,257,59.54,Kimia,2022-12-08,electronics,4.969776119402986,Crimson,wood,2022-07-02,15301.78,2022
"Crush - Orange, 355ml",377,60.04,Livetube,2022-12-08,clothing,9.3,Fuscia,metal,2022-08-18,22635.079999999998,2022
Oxtail - Cut,97,84.51,Yambee,2022-08-16,clothing,2.7,Crimson,plastic,2022-12-22,8197.470000000001,2022
Shrimp - Tiger 21/25,878,56.82,Skyvu,2022-12-08,clothing,6.7,Turquoise,wood,2022-10-27,49887.96,2022
Energy Drink - Franks Pineapple,700,68.02,Edgeclub,2022-12-08,food,9.6,Mauv,plastic,2022-08-18,47614.0,2022
Cheese - Bakers Cream Cheese,448,62.91,Skynoodle,2022-12-08,electronics,3.5,Crimson,plastic,2023-11-03,28183.68,2023
Soup - Campbells Chili,980,18.47,Mudo,2022-12-08,electronics,4.969776119402986,Khaki,metal,2022-11-09,18100.6,2022
Towel Dispenser,760,66.44,Gigabox,2022-12-08,electronics,3.4,Aquamarine,plastic,2023-05-04,50494.4,2023
Island Oasis - Raspberry,676,82.23,Snaptags,2022-12-08,clothing,2.1,Khaki,plastic,2022-11-27,55587.48,2022
Stainless Steel Cleaner Vision,888,70.64,Edgeify,2023-01-27,food,9.9,Green,plastic,2023-11-18,62728.32,2023
Cup - Translucent 7 Oz Clear,550,33.33,Livetube,2022-12-08,electronics,0.8,Crimson,wood,2023-06-03,18331.5,2023
Urban Zen Drinks,4,81.91,Quaxo,2022-12-08,electronics,5.8,Khaki,wood,2023-11-27,327.64,2023
Squash - Pepper,625,88.31,Photobug,2022-10-05,food,5.088278388278388,Purple,plastic,2022-05-09,55193.75,2022
"Oregano - Dry, Rubbed",28,59.59,Twitterwire,2022-12-08,clothing,7.5,Turquoise,wood,2023-10-18,1668.52,2023
Juice - Mango,890,13.95,Meevee,2022-12-08,electronics,5.1,Teal,metal,2023-06-17,12415.5,2023
White Fish - Filets,888,44.29,Abata,2022-12-08,clothing,0.4,Mauv,metal,2023-02-10,39329.52,2023
Pear - Prickly,512,43.78,Blognation,2022-12-08,food,6.9,Crimson,metal,2023-10-03,22415.36,2023
Pepper - Yellow Bell,400,96.98,Livetube,2022-12-08,clothing,5.0,Orange,metal,2023-03-05,38792.0,2023
"Cod - Salted, Boneless",437,80.09,Flashspan,2022-12-08,electronics,6.1,Pink,plastic,2022-11-14,34999.33,2022
Barley - Pearl,182,52.64,Skidoo,2022-12-08,electronics,3.5,Mauv,plastic,2022-01-13,9580.48,2022
Hersey Shakes,933,65.4,Blogspan,2022-12-08,electronics,3.4,Puce,plastic,2022-09-12,61018.200000000004,2022
Venison - Striploin,953,44.34,Aimbu,2022-12-08,electronics,0.6,Aquamarine,metal,2022-07-28,42256.020000000004,2022
"Quail - Whole, Boneless",438,92.13,Youopia,2022-12-08,food,7.4,Yellow,plastic,2023-05-29,40352.939999999995,2023
Wine - Conde De Valdemar,563,29.14,Mydeo,2022-12-08,food,7.0,Orange,plastic,2022-05-19,16405.82,2022
"Nut - Cashews, Whole, Raw",581,12.64,Edgeblab,2022-12-08,clothing,3.4,Red,metal,2022-06-04,7343.84,2022
Vaccum Bag - 14x20,988,45.59,Dynabox,2023-09-24,food,6.7,Teal,wood,2023-05-19,45042.920000000006,2023
V8 Splash Strawberry Kiwi,24,75.91,Rooxo,2022-12-08,food,3.8,Indigo,wood,2023-11-06,1821.84,2023
Wine - Toasted Head,382,74.56,Skyble,2022-12-08,electronics,2.6,Purple,metal,2022-04-10,28481.920000000002,2022
"Vermouth - White, Cinzano",397,31.27,Teklist,2022-12-08,clothing,4.99875,Blue,wood,2022-01-20,12414.19,2022
Kiwi,402,85.8,Flipopia,2022-12-08,clothing,4.99875,Yellow,plastic,2022-08-29,34491.6,2022
Wine - Lamancha Do Crianza,27,51.87,Snaptags,2023-10-31,electronics,8.4,Green,metal,2022-04-26,1400.49,2022
Flour - Fast / Rapid,865,38.9,Trudeo,2022-12-08,electronics,1.7,Green,plastic,2023-06-18,33648.5,2023
"Quail - Eggs, Fresh",781,9.77,Skinte,2022-12-08,clothing,4.99875,Mauv,metal,2023-08-17,7630.37,2023
Wine - Carmenere Casillero Del,785,45.74,Quimba,2022-12-08,clothing,4.99875,Purple,wood,2023-08-21,35905.9,2023
Tuna - Bluefin,275,69.18,Oyoba,2022-08-12,food,5.088278388278388,Pink,plastic,2023-04-18,19024.500000000004,2023
Plaintain,567,11.64,Eidel,2022-12-08,clothing,4.99875,Purple,wood,2023-07-25,6599.88,2023
Appetizer - Escargot Puff,973,10.86,Skimia,2022-12-08,food,3.4,Red,plastic,2023-12-25,10566.779999999999,2023
Remy Red Berry Infusion,433,93.61,Devshare,2022-12-08,electronics,7.7,Goldenrod,metal,2022-12-20,40533.13,2022
Bread - Raisin,710,0.12,Jaxworks,2022-12-08,food,8.9,Green,plastic,2023-07-15,85.2,2023
Wine - Penfolds Koonuga Hill,480,78.21,Skimia,2022-12-08,clothing,1.9,Mauv,wood,2022-08-31,37540.799999999996,2022
"Cheese - Boursin, Garlic / Herbs",752,2.2,Skivee,2022-12-08,electronics,4.969776119402986,Khaki,metal,2022-09-24,1654.4,2022
Oranges,964,71.42,Riffpath,2022-12-08,clothing,9.7,Crimson,plastic,2023-07-16,68848.88,2023
Pears - Bosc,955,77.33,Trunyx,2022-12-08,clothing,3.2,Yellow,wood,2022-01-08,73850.15,2022
Cheese - Augre Des Champs,445,77.56,Gigabox,2022-12-08,clothing,3.3,Green,plastic,2022-07-18,34514.200000000004,2022
Cheese - Oka,662,50.86,Kazio,2022-12-08,electronics,4.969776119402986,Aquamarine,metal,2022-07-24,33669.32,2022
Temperature Recording Station,239,50.28,Geba,2022-12-08,clothing,2.6,Green,wood,2023-08-08,12016.92,2023
Muffin Mix - Banana Nut,376,85.98,Babbleblab,2022-12-08,food,5.088278388278388,Blue,plastic,2023-06-06,32328.480000000003,2023
Muffin Hinge - 211n,844,61.66,Quatz,2022-12-08,electronics,0.8,Purple,metal,2023-11-22,52041.03999999999,2023
"Lamb - Leg, Boneless",514,74.45,Babblestorm,2022-12-08,clothing,4.99875,Fuscia,plastic,2022-03-09,38267.3,2022
Lettuce - Lambs Mash,237,17.46,Photobug,2022-12-08,food,5.088278388278388,Turquoise,metal,2023-07-09,4138.02,2023
Amaretto,556,55.39,Realbuzz,2022-12-08,electronics,9.6,Orange,metal,2023-08-09,30796.84,2023
Island Oasis - Pina Colada,20,73.38,Pixoboo,2022-12-08,electronics,4.969776119402986,Maroon,wood,2023-02-19,1467.6,2023
"Chocolate - Semi Sweet, Calets",745,14.49,Browsebug,2023-06-18,clothing,3.5,Blue,metal,2022-09-12,10795.05,2022
Cookies Cereal Nut,282,0.3,Kwinu,2022-12-08,electronics,1.2,Red,metal,2023-01-03,84.6,2023
"Nut - Cashews, Whole, Raw",380,95.59,Mydo,2022-12-08,clothing,4.99875,Indigo,metal,2023-07-05,36324.200000000004,2023
"Veal - Brisket, Provimi, Bone - In",73,1.87,Tanoodle,2022-12-08,clothing,4.99875,Red,wood,2023-11-15,136.51000000000002,2023
Cheese - Marble,212,17.96,Wordtune,2022-12-08,electronics,7.8,Maroon,plastic,2023-05-15,3807.52,2023
Ostrich - Prime Cut,7,33.18,Ooba,2022-12-08,electronics,3.9,Crimson,wood,2023-12-26,232.26,2023
Bacardi Limon,649,81.84,Latz,2022-12-08,electronics,2.0,Goldenrod,metal,2023-04-19,53114.16,2023
Chocolate Bar - Oh Henry,293,7.79,Meemm,2022-12-08,clothing,4.99875,Yellow,wood,2022-10-29,2282.47,2022
Country Roll,107,11.76,Mynte,2022-12-08,electronics,4.969776119402986,Goldenrod,wood,2023-07-03,1258.32,2023
"Lid - High Heat, Super Clear",21,57.82,Talane,2022-12-08,food,5.8,Orange,plastic,2023-05-15,1214.22,2023
Ecolab - Mikroklene 4/4 L,675,84.34,Flipstorm,2022-08-18,electronics,4.1,Purple,metal,2022-10-09,56929.5,2022
"Nut - Almond, Blanched, Sliced",195,34.56,Camido,2022-12-08,electronics,4.969776119402986,Blue,metal,2022-11-17,6739.200000000001,2022
Snapple Lemon Tea,296,51.59,Jabbertype,2022-12-08,clothing,2.0,Turquoise,plastic,2023-10-19,15270.640000000001,2023
"Veal - Tenderloin, Untrimmed",916,24.75,Demivee,2022-12-08,food,5.088278388278388,Fuscia,plastic,2022-11-13,22671.0,2022
Crackers - Trio,267,35.8,Fanoodle,2022-12-08,electronics,4.969776119402986,Puce,plastic,2023-01-22,9558.599999999999,2023
Vinegar - Cider,131,21.0,Skyvu,2022-01-24,electronics,9.4,Orange,plastic,2023-07-28,2751.0,2023
Chips - Miss Vickies,979,66.39,Abatz,2022-12-08,clothing,8.8,Puce,metal,2022-09-23,64995.81,2022
Iced Tea Concentrate,528,25.3,Tagopia,2023-03-19,clothing,4.99875,Green,metal,2023-12-14,13358.4,2023
Cake - Miini Cheesecake Cherry,132,45.77,Wikido,2022-11-17,clothing,4.99875,Violet,plastic,2022-06-09,6041.64,2022
"Beans - Black Bean, Dry",556,88.46,Talane,2022-12-08,food,5.088278388278388,Mauv,metal,2022-10-21,49183.759999999995,2022
Rice - Long Grain,286,63.63,Ntags,2022-12-08,clothing,4.99875,Yellow,metal,2022-05-06,18198.18,2022
Snapple - Iced Tea Peach,641,76.72,Skivee,2022-12-08,clothing,8.4,Pink,wood,2022-02-18,49177.52,2022
Wine - Sauvignon Blanc,947,92.69,Babbleopia,2022-12-08,electronics,8.5,Fuscia,wood,2022-03-10,87777.43,2022
Wine - Rioja Campo Viejo,27,76.82,Edgepulse,2022-12-08,food,2.4,Purple,metal,2023-04-06,2074.14,2023
Bread - Italian Sesame Poly,115,34.43,Zoovu,2022-12-08,electronics,3.1,Red,metal,2022-01-24,3959.45,2022
Gooseberry,342,89.94,Riffpath,2022-12-08,electronics,5.5,Mauv,plastic,2022-01-04,30759.48,2022
Pastry - Carrot Muffin - Mini,952,80.69,Roomm,2022-03-27,food,1.2,Turquoise,metal,2022-08-29,76816.88,2022
"Croissant, Raw - Mini",771,84.82,Blogtags,2022-12-08,clothing,4.99875,Orange,plastic,2023-03-09,65396.219999999994,2023
Flour - Semolina,666,17.83,Dabshots,2022-12-08,food,6.5,Fuscia,plastic,2022-01-03,11874.779999999999,2022
Vector Energy Bar,871,56.13,Abatz,2022-12-08,electronics,6.4,Green,metal,2023-12-11,48889.23,2023
Pomello,577,14.54,Voonyx,2022-12-08,clothing,6.3,Teal,plastic,2023-01-28,8389.58,2023
Buffalo - Short Rib Fresh,634,96.27,Voonix,2022-12-08,electronics,6.9,Orange,wood,2023-05-24,61035.18,2023
Chicken Breast Halal,781,70.42,Browsedrive,2022-12-08,food,2.1,Orange,plastic,2022-03-04,54998.020000000004,2022
Ezy Change Mophandle,445,51.11,Thoughtworks,2022-12-08,food,5.088278388278388,Goldenrod,metal,2023-02-28,22743.95,2023
"Bread - Pita, Mini",578,34.83,Livepath,2022-12-08,clothing,5.0,Goldenrod,plastic,2022-02-02,20131.739999999998,2022
Coffee Caramel Biscotti,30,51.6,Riffwire,2022-12-08,electronics,7.3,Blue,plastic,2023-04-02,1548.0,2023
Versatainer Nc - 888,828,15.78,Eare,2022-12-08,food,8.2,Yellow,metal,2022-09-20,13065.84,2022
Juice - V8 Splash,608,53.43,Topiclounge,2022-12-08,food,5.9,Aquamarine,wood,2022-05-18,32485.44,2022
Lemons,856,86.52,Gevee,2022-12-08,food,5.6,Mauv,metal,2022-07-29,74061.12,2022
Milk 2% 500 Ml,42,7.42,Livefish,2022-12-08,clothing,6.8,Teal,plastic,2023-05-06,311.64,2023
"Nut - Walnut, Chopped",842,68.57,Youspan,2022-12-08,electronics,0.7,Crimson,metal,2022-01-28,57735.939999999995,2022
"Pesto - Primerba, Paste",10,67.69,Oyonder,2022-12-08,food,3.6,Indigo,wood,2023-01-31,676.9,2023
Island Oasis - Raspberry,718,82.77,InnoZ,2022-12-08,food,4.9,Pink,wood,2023-04-05,59428.86,2023
"Roe - Lump Fish, Black",111,90.23,Eamia,2022-12-08,clothing,0.6,Purple,metal,2023-02-20,10015.53,2023
Arctic Char - Fillets,288,14.06,Avamba,2022-12-08,food,5.7,Goldenrod,plastic,2022-04-18,4049.28,2022
Chocolate Bar - Smarties,591,65.23,Roodel,2022-10-09,clothing,3.3,Puce,metal,2022-03-15,38550.93,2022
Bagel - 12 Grain Preslice,8,57.0,Centimia,2022-12-08,electronics,3.4,Fuscia,plastic,2022-05-11,456.0,2022
Beer - Rickards Red,989,1.88,Lazzy,2022-12-08,electronics,8.8,Puce,metal,2022-04-10,1859.32,2022
Squash - Pepper,979,18.59,Chatterbridge,2022-12-08,food,7.7,Purple,plastic,2023-09-05,18199.61,2023
Figs,174,85.86,Skyvu,2022-12-08,food,9.2,Yellow,wood,2023-06-13,14939.64,2023
Rappini - Andy Boy,592,79.53,Tazz,2022-12-08,electronics,0.3,Goldenrod,metal,2022-06-04,47081.76,2022
Oil - Sunflower,419,49.0,Buzzdog,2022-12-08,clothing,4.99875,Yellow,metal,2022-06-22,20531.0,2022
Wine - Pinot Noir Stoneleigh,522,55.08,Ailane,2022-12-08,electronics,4.969776119402986,Red,metal,2023-09-23,28751.76,2023
"Ecolab - Orange Frc, Cleaner",911,27.35,Topicstorm,2022-12-08,electronics,7.5,Fuscia,wood,2022-05-21,24915.850000000002,2022
Lobster - Live,610,34.94,Buzzshare,2022-12-08,food,5.088278388278388,Crimson,wood,2023-04-24,21313.399999999998,2023
Wine - Port Late Bottled Vintage,580,54.06,Zoovu,2022-12-08,electronics,4.0,Yellow,metal,2022-08-02,31354.800000000003,2022
Mcgillicuddy Vanilla Schnap,486,58.35,Roombo,2022-12-08,food,1.8,Pink,plastic,2023-03-03,28358.100000000002,2023
"Veal - Brisket, Provimi, Bone - In",654,26.59,Tagcat,2022-12-08,food,6.0,Maroon,metal,2023-02-07,17389.86,2023
Apples - Sliced / Wedge,585,0.21,Snaptags,2022-12-08,electronics,4.969776119402986,Maroon,wood,2023-12-06,122.85,2023
Cheese - Provolone,480,72.91,Realmix,2022-12-08,food,4.8,Pink,wood,2022-01-07,34996.799999999996,2022
"Nut - Almond, Blanched, Ground",366,22.22,Skyba,2022-12-08,food,5.9,Green,metal,2023-12-02,8132.5199999999995,2023
Chips - Assorted,881,12.57,Quaxo,2022-12-08,electronics,4.969776119402986,Blue,wood,2023-05-31,11074.17,2023
"Beef - Baby, Liver",992,71.96,Realpoint,2022-12-08,clothing,7.7,Orange,wood,2022-08-09,71384.31999999999,2022
Tequila - Sauza Silver,491,23.81,Layo,2022-12-08,electronics,3.6,Purple,wood,2022-08-07,11690.71,2022
Towel Dispenser,909,68.87,Feedfire,2022-12-08,food,5.088278388278388,Purple,wood,2022-06-30,62602.83,2022
Pork - Hock And Feet Attached,704,97.35,Mynte,2022-12-08,clothing,7.4,Teal,plastic,2022-10-06,68534.4,2022
Chevere Logs,686,3.61,Photojam,2022-12-08,clothing,7.9,Fuscia,plastic,2023-10-24,2476.46,2023
Yoplait Drink,446,8.51,Flashpoint,2022-12-08,food,5.088278388278388,Maroon,metal,2023-05-02,3795.46,2023
Daikon Radish,365,81.73,Meevee,2022-12-08,food,6.8,Orange,metal,2023-05-08,29831.45,2023
Piping - Bags Quizna,29,74.22,Thoughtbridge,2022-12-08,food,9.2,Fuscia,plastic,2022-07-28,2152.38,2022
Island Oasis - Ice Cream Mix,212,16.59,Kwimbee,2022-12-08,clothing,7.1,Aquamarine,metal,2022-10-14,3517.08,2022
Longos - Assorted Sandwich,749,61.43,Brightdog,2023-02-19,clothing,4.99875,Crimson,plastic,2023-04-25,46011.07,2023
"Napkin - Cocktail,beige 2 - Ply",782,28.12,Thoughtbridge,2022-12-08,food,3.8,Crimson,wood,2023-07-06,21989.84,2023
Mousse - Passion Fruit,634,28.67,Zoomdog,2022-12-08,clothing,1.9,Violet,metal,2022-05-05,18176.780000000002,2022
Spaghetti Squash,859,58.9,Skyba,2022-12-08,food,0.2,Puce,wood,2022-09-28,50595.1,2022
"Lamb - Leg, Diced",592,64.71,Oba,2022-12-08,electronics,0.7,Green,plastic,2022-11-12,38308.32,2022
Wine - Semi Dry Riesling Vineland,48,35.3,Wikizz,2022-12-08,clothing,6.6,Puce,metal,2023-10-09,1694.3999999999999,2023
Veal - Sweetbread,697,64.34,Fadeo,2022-12-08,clothing,9.6,Fuscia,metal,2023-10-29,44844.98,2023
"Soup - Campbells, Cream Of",252,79.14,Zoozzy,2022-02-26,electronics,6.8,Mauv,plastic,2023-01-24,19943.28,2023
Wine - Rosso Del Veronese Igt,977,0.24,Mydeo,2022-12-08,food,5.088278388278388,Red,metal,2023-11-20,234.48,2023
Island Oasis - Raspberry,951,12.61,Kazio,2022-03-19,electronics,4.969776119402986,Pink,wood,2023-02-27,11992.109999999999,2023
Island Oasis - Ice Cream Mix,362,3.72,Yadel,2022-12-08,clothing,9.5,Orange,metal,2023-03-17,1346.64,2023
"Nut - Pecan, Halves",425,45.04,Chatterpoint,2022-12-08,electronics,0.5,Crimson,wood,2023-09-04,19142.0,2023
Smoked Paprika,92,4.24,Aivee,2022-12-08,food,0.4,Aquamarine,metal,2022-02-27,390.08000000000004,2022
"Soup - Beef, Base Mix",167,61.62,Fivespan,2022-12-08,electronics,4.969776119402986,Yellow,metal,2022-07-15,10290.539999999999,2022
Coconut Milk - Unsweetened,644,21.9,Tekfly,2022-12-08,food,3.3,Pink,plastic,2022-01-17,14103.599999999999,2022
Sugar - Palm,653,84.08,Innojam,2023-11-10,electronics,4.969776119402986,Yellow,metal,2022-04-16,54904.24,2022
Red Cod Fillets - 225g,810,11.18,Kaymbo,2022-12-08,electronics,0.7,Crimson,metal,2022-01-10,9055.8,2022
Shrimp - Black Tiger 16/20,502,79.96,Avamm,2022-12-08,food,0.7,Green,wood,2022-05-25,40139.92,2022
Chocolate - Unsweetened,42,67.81,Vinte,2022-12-08,electronics,7.9,Orange,wood,2023-09-21,2848.02,2023
"Salmon - Atlantic, No Skin",668,61.05,Jabberstorm,2022-12-08,clothing,8.3,Fuscia,metal,2023-07-09,40781.4,2023
Veal - Sweetbread,769,89.16,Talane,2023-06-23,clothing,5.1,Fuscia,wood,2022-07-28,68564.04,2022
Pate - Peppercorn,392,77.79,Teklist,2022-12-08,food,5.088278388278388,Violet,plastic,2022-12-12,30493.680000000004,2022
Puree - Raspberry,369,60.62,Flashset,2022-12-08,clothing,9.6,Turquoise,plastic,2023-09-18,22368.78,2023
Beef - Ground Lean Fresh,398,28.8,Skilith,2022-11-16,food,4.1,Violet,metal,2022-05-05,11462.4,2022
